global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,gold_is_error,gold_label,sentence_for_macbert,macbert_corrected,macbert_errors_json,macbert_num_errors,macbert_accepted_no_edit,macbert_predicted_error
T0068,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,34,BA-PC-034,BA-CTX-PC-034,2,SVO,non-preferred,这张纸太大了，放不进信封，我只好,折起它来了,这张纸太大了，放不进信封，我只好折起它来了。,这张纸太大了，放不进信封，我只好,我只好,,True,infelicitous,这张纸太大了，放不进信封，我只好折起它来了。,这张纸太大了，放不进信封，我只好折起它来了。,[],0,True,False
T0069,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,35,BA-PC-035,BA-CTX-PC-035,1,BA,preferred,我的铅笔头断了，我用小刀重新,把它削尖了,我的铅笔头断了，我用小刀重新把它削尖了。,我的铅笔头断了，我用小刀重新,我用小刀重新,,False,felicitous,我的铅笔头断了，我用小刀重新把它削尖了。,我的铅笔头断了，我用小刀重新把它削尖了。,[],0,True,False
T0070,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,35,BA-PC-035,BA-CTX-PC-035,2,SVO,non-preferred,我的铅笔头断了，我用小刀重新,削尖了它,我的铅笔头断了，我用小刀重新削尖了它。,我的铅笔头断了，我用小刀重新,我用小刀重新,,True,infelicitous,我的铅笔头断了，我用小刀重新削尖了它。,我的铅笔头断了，我用小刀重新削尖了它。,[],0,True,False
T0071,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,36,BA-PC-036,BA-CTX-PC-036,1,BA,preferred,这个旧杯子有裂缝，我不小心,把它打碎了,这个旧杯子有裂缝，我不小心把它打碎了。,这个旧杯子有裂缝，我不小心,我不小心,,False,felicitous,这个旧杯子有裂缝，我不小心把它打碎了。,这个旧杯子有裂缝，我不小心把它打碎了。,[],0,True,False
T0072,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,36,BA-PC-036,BA-CTX-PC-036,2,SVO,non-preferred,这个旧杯子有裂缝，我不小心,打碎了它,这个旧杯子有裂缝，我不小心打碎了它。,这个旧杯子有裂缝，我不小心,我不小心,,True,infelicitous,这个旧杯子有裂缝，我不小心打碎了它。,这个旧杯子有裂缝，我不小心打碎了它。,[],0,True,False
T0073,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,37,BA-PC-037,BA-CTX-PC-037,1,BA,preferred,地上的那张废纸，我捡起来顺手,把它扔了,地上的那张废纸，我捡起来顺手把它扔了。,地上的那张废纸，我捡起来顺手,我捡起来顺手,,False,felicitous,地上的那张废纸，我捡起来顺手把它扔了。,地上的那张废纸，我捡起来顺手把它扔了。,[],0,True,False
T0074,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,37,BA-PC-037,BA-CTX-PC-037,2,SVO,non-preferred,地上的那张废纸，我捡起来顺手,扔了它,地上的那张废纸，我捡起来顺手扔了它。,地上的那张废纸，我捡起来顺手,我捡起来顺手,,True,infelicitous,地上的那张废纸，我捡起来顺手扔了它。,地上的那张废纸，我捡起来顺手扔了它。,[],0,True,False
T0075,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,38,BA-PC-038,BA-CTX-PC-038,1,BA,preferred,昨天晚上剩下的米饭，我早上加了蛋,把它炒了,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,昨天晚上剩下的米饭，我早上加了蛋,我早上加了蛋,,False,felicitous,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,昨天晚上剩下的米饭，我早上加了蛋把它炒了。,[],0,True,False
T0076,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,38,BA-PC-038,BA-CTX-PC-038,2,SVO,non-preferred,昨天晚上剩下的米饭，我早上加了蛋,炒了它,昨天晚上剩下的米饭，我早上加了蛋炒了它。,昨天晚上剩下的米饭，我早上加了蛋,我早上加了蛋,,True,infelicitous,昨天晚上剩下的米饭，我早上加了蛋炒了它。,昨天晚上剩下的米饭，我早上加了蛋炒了它。,[],0,True,False
T0077,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,39,BA-PC-039,BA-CTX-PC-039,1,BA,preferred,这瓶矿泉水我已经打开了，你赶紧,把它喝了吧,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,这瓶矿泉水我已经打开了，你赶紧,你赶紧,,False,felicitous,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,这瓶矿泉水我已经打开了，你赶紧把它喝了吧。,[],0,True,False
T0078,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,39,BA-PC-039,BA-CTX-PC-039,2,SVO,non-preferred,这瓶矿泉水我已经打开了，你赶紧,喝了它吧,这瓶矿泉水我已经打开了，你赶紧喝了它吧。,这瓶矿泉水我已经打开了，你赶紧,你赶紧,,True,infelicitous,这瓶矿泉水我已经打开了，你赶紧喝了它吧。,这瓶矿泉水我已经打开了，你赶紧喝了它吧。,[],0,True,False
T0079,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,40,BA-PC-040,BA-CTX-PC-040,1,BA,preferred,那块大石头挡在路中间，工人们用机器,把它砸碎了,那块大石头挡在路中间，工人们用机器把它砸碎了。,那块大石头挡在路中间，工人们用机器,工人们用机器,,False,felicitous,那块大石头挡在路中间，工人们用机器把它砸碎了。,那块大石头挡在路中间，工人们用机器把它砸碎了。,[],0,True,False
T0080,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,40,BA-PC-040,BA-CTX-PC-040,2,SVO,non-preferred,那块大石头挡在路中间，工人们用机器,砸碎了它,那块大石头挡在路中间，工人们用机器砸碎了它。,那块大石头挡在路中间，工人们用机器,工人们用机器,,True,infelicitous,那块大石头挡在路中间，工人们用机器砸碎了它。,那块大石头挡在路中间，工人们用机器砸碎了它。,[],0,True,False
T0081,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,41,BA-PC-041,BA-CTX-PC-041,1,BA,preferred,外面太阳很大，被子很潮湿，妈妈拿出去,把它晒干了,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,外面太阳很大，被子很潮湿，妈妈拿出去,妈妈拿出去,,False,felicitous,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,外面太阳很大，被子很潮湿，妈妈拿出去把它晒干了。,[],0,True,False
T0082,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,41,BA-PC-041,BA-CTX-PC-041,2,SVO,non-preferred,外面太阳很大，被子很潮湿，妈妈拿出去,晒干了它,外面太阳很大，被子很潮湿，妈妈拿出去晒干了它。,外面太阳很大，被子很潮湿，妈妈拿出去,妈妈拿出去,,True,infelicitous,外面太阳很大，被子很潮湿，妈妈拿出去晒干了它。,外面太阳很大，被子很潮湿，妈妈拿出去晒干了它。,[],0,True,False
T0083,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,42,BA-PC-042,BA-CTX-PC-042,1,BA,preferred,这个木头椅子不结实了，爷爷用钉子,把它加固了,这个木头椅子不结实了，爷爷用钉子把它加固了。,这个木头椅子不结实了，爷爷用钉子,爷爷用钉子,,False,felicitous,这个木头椅子不结实了，爷爷用钉子把它加固了。,这个木头椅子不结实了，爷爷用钉子把它加固了。,[],0,True,False
T0084,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,42,BA-PC-042,BA-CTX-PC-042,2,SVO,non-preferred,这个木头椅子不结实了，爷爷用钉子,加固了它,这个木头椅子不结实了，爷爷用钉子加固了它。,这个木头椅子不结实了，爷爷用钉子,爷爷用钉子,,True,infelicitous,这个木头椅子不结实了，爷爷用钉子加固了它。,这个木头椅子不结实了，爷爷用钉子加固了它。,[],0,True,False
T0085,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,43,BA-PC-043,BA-CTX-PC-043,1,BA,preferred,我的旧裤子太长了，昨天裁缝,把它改短了,我的旧裤子太长了，昨天裁缝把它改短了。,我的旧裤子太长了，昨天裁缝,昨天裁缝,,False,felicitous,我的旧裤子太长了，昨天裁缝把它改短了。,我的旧裤子太长了，昨天裁缝把它改短了。,[],0,True,False
T0086,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,43,BA-PC-043,BA-CTX-PC-043,2,SVO,non-preferred,我的旧裤子太长了，昨天裁缝,改短了它,我的旧裤子太长了，昨天裁缝改短了它。,我的旧裤子太长了，昨天裁缝,昨天裁缝,,True,infelicitous,我的旧裤子太长了，昨天裁缝改短了它。,我的旧裤子太长了，昨天裁缝改短了它。,[],0,True,False
T0087,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,44,BA-PC-044,BA-CTX-PC-044,1,BA,preferred,这篇文章写得太长了，我就,把它缩短了,这篇文章写得太长了，我就把它缩短了。,这篇文章写得太长了，我就,我就,,False,felicitous,这篇文章写得太长了，我就把它缩短了。,这篇文章写得太长了，我就把它缩短了。,[],0,True,False
T0088,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,44,BA-PC-044,BA-CTX-PC-044,2,SVO,non-preferred,这篇文章写得太长了，我就,缩短了它,这篇文章写得太长了，我就缩短了它。,这篇文章写得太长了，我就,我就,,True,infelicitous,这篇文章写得太长了，我就缩短了它。,这篇文章写得太长了，我就缩短了它。,[],0,True,False
T0089,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,45,BA-PC-045,BA-CTX-PC-045,1,BA,preferred,那个旧轮胎漏气了，修车师傅,把它补好了,那个旧轮胎漏气了，修车师傅把它补好了。,那个旧轮胎漏气了，修车师傅,修车师傅,,False,felicitous,那个旧轮胎漏气了，修车师傅把它补好了。,那个旧轮胎漏气了，修车师傅把它补好了。,[],0,True,False
T0090,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,45,BA-PC-045,BA-CTX-PC-045,2,SVO,non-preferred,那个旧轮胎漏气了，修车师傅,补好了它,那个旧轮胎漏气了，修车师傅补好了它。,那个旧轮胎漏气了，修车师傅,修车师傅,,True,infelicitous,那个旧轮胎漏气了，修车师傅补好了它。,那个旧轮胎漏气了，修车师傅补好了它。,[],0,True,False
T0091,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,46,BA-PC-046,BA-CTX-PC-046,1,BA,preferred,这杯茶已经凉透了，我不喜欢喝凉茶，就,把它倒掉了,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,这杯茶已经凉透了，我不喜欢喝凉茶，就,我就,,False,felicitous,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,这杯茶已经凉透了，我不喜欢喝凉茶，就把它倒掉了。,[],0,True,False
T0092,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,46,BA-PC-046,BA-CTX-PC-046,2,SVO,non-preferred,这杯茶已经凉透了，我不喜欢喝凉茶，就,倒掉它了,这杯茶已经凉透了，我不喜欢喝凉茶，就倒掉它了。,这杯茶已经凉透了，我不喜欢喝凉茶，就,我就,,True,infelicitous,这杯茶已经凉透了，我不喜欢喝凉茶，就倒掉它了。,这杯茶已经凉透了，我不喜欢喝凉茶，就倒掉它了。,[],0,True,False
T0093,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,47,BA-PC-047,BA-CTX-PC-047,1,BA,preferred,听说你想吃饼干，我现在已经,把它烤熟了,听说你想吃饼干，我现在已经把它烤熟了。,听说你想吃饼干，我现在已经,我现在已经,,False,felicitous,听说你想吃饼干，我现在已经把它烤熟了。,听说你想吃饼干，我现在已经把它烤熟了。,[],0,True,False
T0094,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,47,BA-PC-047,BA-CTX-PC-047,2,SVO,non-preferred,听说你想吃饼干，我现在已经,烤熟它了,听说你想吃饼干，我现在已经烤熟它了。,听说你想吃饼干，我现在已经,我现在已经,,True,infelicitous,听说你想吃饼干，我现在已经烤熟它了。,听说你想吃饼干，我现在已经烤熟它了。,[],0,True,False
T0095,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,48,BA-PC-048,BA-CTX-PC-048,1,BA,preferred,弟弟把口香糖吐在纸巾里，他,把它包起来了,弟弟把口香糖吐在纸巾里，他把它包起来了。,弟弟把口香糖吐在纸巾里，他,他,,False,felicitous,弟弟把口香糖吐在纸巾里，他把它包起来了。,弟弟把口香糖吐在纸巾里，他把它包起来了。,[],0,True,False
T0096,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,48,BA-PC-048,BA-CTX-PC-048,2,SVO,non-preferred,弟弟把口香糖吐在纸巾里，他,包起它来了,弟弟把口香糖吐在纸巾里，他包起它来了。,弟弟把口香糖吐在纸巾里，他,他,,True,infelicitous,弟弟把口香糖吐在纸巾里，他包起它来了。,弟弟把口香糖吐在纸巾里，他抱起它来了。,"[[""包"", ""抱"", 13]]",1,False,True
T0097,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,49,BA-PC-049,BA-CTX-PC-049,1,BA,preferred,那个闹钟一直响个不停，我伸手,把它关掉了,那个闹钟一直响个不停，我伸手把它关掉了。,那个闹钟一直响个不停，我伸手,我伸手,,False,felicitous,那个闹钟一直响个不停，我伸手把它关掉了。,那个闹钟一直响个不停，我伸手把它关掉了。,[],0,True,False
T0098,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,49,BA-PC-049,BA-CTX-PC-049,2,SVO,non-preferred,那个闹钟一直响个不停，我伸手,关掉它了,那个闹钟一直响个不停，我伸手关掉它了。,那个闹钟一直响个不停，我伸手,我伸手,,True,infelicitous,那个闹钟一直响个不停，我伸手关掉它了。,那个闹钟一直响个不停，我伸手关掉它了。,[],0,True,False
T0099,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,50,BA-PC-050,BA-CTX-PC-050,1,BA,preferred,这盒冰淇淋马上就要融化了，你快点,把它吃了吧,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,这盒冰淇淋马上就要融化了，你快点,你快点,,False,felicitous,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,这盒冰淇淋马上就要融化了，你快点把它吃了吧。,[],0,True,False
T0100,BA_有语境_200,有语境,BA-preferred,1,物理状态改变,50,BA-PC-050,BA-CTX-PC-050,2,SVO,non-preferred,这盒冰淇淋马上就要融化了，你快点,吃了它吧,这盒冰淇淋马上就要融化了，你快点吃了它吧。,这盒冰淇淋马上就要融化了，你快点,你快点,,True,infelicitous,这盒冰淇淋马上就要融化了，你快点吃了它吧。,这盒冰淇淋马上就要融化了，你快点吃了它吧。,[],0,True,False
T0101,BA_有语境_200,有语境,BA-preferred,2,空间位移,1,BA-SD-001,BA-CTX-SD-001,1,BA,preferred,你的外套放在沙发上太乱了，我,把它挂起来了,你的外套放在沙发上太乱了，我把它挂起来了。,你的外套放在沙发上太乱了，我,我,,False,felicitous,你的外套放在沙发上太乱了，我把它挂起来了。,你的外套放在沙发上太乱了，我把它挂起来了。,[],0,True,False
T0102,BA_有语境_200,有语境,BA-preferred,2,空间位移,1,BA-SD-001,BA-CTX-SD-001,2,SVO,non-preferred,你的外套放在沙发上太乱了，我,挂起它来了,你的外套放在沙发上太乱了，我挂起它来了。,你的外套放在沙发上太乱了，我,我,,True,infelicitous,你的外套放在沙发上太乱了，我挂起它来了。,你的外套放在沙发上太乱了，我挂起它来了。,[],0,True,False
T0103,BA_有语境_200,有语境,BA-preferred,2,空间位移,2,BA-SD-002,BA-CTX-SD-002,1,BA,preferred,外面下雨了，院子里的自行车，我已经,把它推进来了,外面下雨了，院子里的自行车，我已经把它推进来了。,外面下雨了，院子里的自行车，我已经,我已经,,False,felicitous,外面下雨了，院子里的自行车，我已经把它推进来了。,外面下雨了，院子里的自行车，我已经把它推进来了。,[],0,True,False
